!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
,,,,
30.8869.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.9125,Host Rx Lane 3 Eq observe 1,16'h0007,,
30.9125.15:4,Reserved,R,,
30.9125.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.9381,Host Rx Lane 4 Eq observe 1,16'h0007,,
30.9381.15:4,Reserved,R,,
30.9381.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.9637,Host Rx Lane 5 Eq observe 1,16'h0007,,
30.9637.15:4,Reserved,R,,
30.9637.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.9893,Host Rx Lane 6 Eq observe 1,16'h0007,,
30.9893.15:4,Reserved,R,,
30.9893.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.10149,Host Rx Lane 7 Eq observe 1,16'h0007,,
30.10149.15:4,Reserved,R,,
30.10149.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.10405,Host Rx Lane 8 Eq observe 1,16'h0007,,
30.10405.15:4,Reserved,R,,
30.10405.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.10661,Host Rx Lane 9 Eq observe 1,16'h0007,,
30.10661.15:4,Reserved,R,,
30.10661.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
,,,,
,,,,
R30.8358,Host Rx Lane 0 Eq setting,16'h0007,,
30.8358.15:4,Reserved,R,,
30.8358.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.8614,Host Rx Lane 1 Eq setting,16'h0007,,
30.8614.15:4,Reserved,R,,
30.8614.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.8870,Host Rx Lane 2 Eq setting,16'h0007,,
30.8870.15:4,Reserved,R,,
30.8870.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.9126,Host Rx Lane 3 Eq setting,16'h0007,,
30.9126.15:4,Reserved,R,,
30.9126.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.9382,Host Rx Lane 4 Eq setting,16'h0007,,
30.9382.15:4,Reserved,R,,
30.9382.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.9638,Host Rx Lane 5 Eq setting,16'h0007,,
30.9638.15:4,Reserved,R,,
30.9638.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.9894,Host Rx Lane 6 Eq setting,16'h0007,,
30.9894.15:4,Reserved,R,,
30.9894.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.10150,Host Rx Lane 7 Eq setting,16'h0007,,
30.10150.15:4,Reserved,R,,
30.10150.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.10406,Host Rx Lane 8 Eq setting,16'h0007,,
30.10406.15:4,Reserved,R,,
30.10406.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.10662,Host Rx Lane 9 Eq setting,16'h0007,,
30.10662.15:4,Reserved,R,,
30.10662.3:0,Equalizer Setting,RW,,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
,,,,
,,,,
R30.8359,Host Rx Lane 0 2nd order CDR Observe,16'h0000,,
30.8359.15:14,Reserved,R,,
30.8359.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.8615,Host Rx Lane 1 2nd order CDR Observe,16'h0000,,
30.8615.15:14,Reserved,R,,
30.8615.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.8871,Host Rx Lane 2 2nd order CDR Observe,16'h0000,,
30.8871.15:14,Reserved,R,,
30.8871.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.9127,Host Rx Lane 3 2nd order CDR Observe,16'h0000,,
30.9127.15:14,Reserved,R,,
30.9127.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.9383,Host Rx Lane 4 2nd order CDR Observe,16'h0000,,
30.9383.15:14,Reserved,R,,
30.9383.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.9639,Host Rx Lane 5 2nd order CDR Observe,16'h0000,,
30.9639.15:14,Reserved,R,,
30.9639.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.9895,Host Rx Lane 6 2nd order CDR Observe,16'h0000,,
30.9895.15:14,Reserved,R,,
30.9895.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.10151,Host Rx Lane 7 2nd order CDR Observe,16'h0000,,
30.10151.15:14,Reserved,R,,
30.10151.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.10407,Host Rx Lane 8 2nd order CDR Observe,16'h0000,,
30.10407.15:14,Reserved,R,,
30.10407.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
R30.10663,Host Rx Lane 9 2nd order CDR Observe,16'h0000,,
30.10663.15:14,Reserved,R,,
30.10663.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval. This value can be used to determine the magnitude of uncorrected receive clock ppm offset.
,,,,
,,,,
,,,,
R30.8360,Host Rx Lane 0 PI position 1,16'h0000,,
30.8360.15:14,Reserved,R,,
30.8360.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.8360.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.8360.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.8360.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.8616,Host Rx Lane 1 PI position 1,16'h0000,,
30.8616.15:14,Reserved,R,,
30.8616.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.8616.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.8616.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.8616.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.8872,Host Rx Lane 2 PI position 1,16'h0000,,
30.8872.15:14,Reserved,R,,
30.8872.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.8872.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.8872.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.8872.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.9128,Host Rx Lane 3 PI position 1,16'h0000,,
30.9128.15:14,Reserved,R,,
30.9128.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.9128.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.9128.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.9128.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.9384,Host Rx Lane 4 PI position 1,16'h0000,,
30.9384.15:14,Reserved,R,,
30.9384.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.9384.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.9384.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.9384.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.9640,Host Rx Lane 5 PI position 1,16'h0000,,
30.9640.15:14,Reserved,R,,
30.9640.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.9640.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.9640.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.9640.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.9896,Host Rx Lane 6 PI position 1,16'h0000,,
30.9896.15:14,Reserved,R,,
30.9896.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.9896.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.9896.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.9896.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.10152,Host Rx Lane 7 PI position 1,16'h0000,,
30.10152.15:14,Reserved,R,,
30.10152.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.10152.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.10152.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.10152.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.10408,Host Rx Lane 8 PI position 1,16'h0000,,
30.10408.15:14,Reserved,R,,
30.10408.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.10408.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.10408.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.10408.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
R30.10664,Host Rx Lane 9 PI position 1,16'h0000,,
30.10664.15:14,Reserved,R,,
30.10664.13:12,PI Selection value,R,00=PI0; 01= PI1; 10=PI2; 11=PI3;,These 2 bits are used to select which PI will present it's position information on bits [9:0] in this register [00] = PI0 will be selected for reading; [01] = PI1 will be selected for reading; [10] = PI2 will be selected for reading; [11] = PI3 will be selected for reading ;
30.10664.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.10664.7:3,PI Code value,R,,The current value of the interpolator thermometer code can be read back through this field
30.10664.2:0,PI fractional code value,R,,The current value of the interpolator fractional code can be read back through this field
,,,,
,,,,
,,,,
R30.8361,Host Rx Lane 0 2nd Order CDR debug 1,16'h0000,,
30.8361.15:7,Reserved,R,,
30.8361.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.8361.1,Reserved,R,,
30.8361.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.8617,Host Rx Lane 1 2nd Order CDR debug 1,16'h0000,,
30.8617.15:7,Reserved,R,,
30.8617.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.8617.1,Reserved,R,,
30.8617.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.8873,Host Rx Lane 2 2nd Order CDR debug 1,16'h0000,,
30.8873.15:7,Reserved,R,,
30.8873.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.8873.1,Reserved,R,,
30.8873.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.9129,Host Rx Lane 3 2nd Order CDR debug 1,16'h0000,,
30.9129.15:7,Reserved,R,,
30.9129.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.9129.1,Reserved,R,,
30.9129.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.9385,Host Rx Lane 4 2nd Order CDR debug 1,16'h0000,,
30.9385.15:7,Reserved,R,,
30.9385.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.9385.1,Reserved,R,,
30.9385.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.9641,Host Rx Lane 5 2nd Order CDR debug 1,16'h0000,,
30.9641.15:7,Reserved,R,,
30.9641.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.9641.1,Reserved,R,,
30.9641.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.9897,Host Rx Lane 6 2nd Order CDR debug 1,16'h0000,,
30.9897.15:7,Reserved,R,,
30.9897.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.9897.1,Reserved,R,,
30.9897.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.10153,Host Rx Lane 7 2nd Order CDR debug 1,16'h0000,,
30.10153.15:7,Reserved,R,,
30.10153.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.10153.1,Reserved,R,,
30.10153.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.10409,Host Rx Lane 8 2nd Order CDR debug 1,16'h0000,,
30.10409.15:7,Reserved,R,,
30.10409.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.10409.1,Reserved,R,,
30.10409.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
R30.10665,Host Rx Lane 9 2nd Order CDR debug 1,16'h0000,,
30.10665.15:7,Reserved,R,,
30.10665.6:2,State override,RW,,Use this field to manually override the value of the second order state code when enabled by bit[0] in this register 
30.10665.1,Reserved,R,,
30.10665.0,override enable,RW,0=disable; 1=enable,Set this field to 1'b1 to enable overriding of the second order state field
,,,,
,,,,
,,,,
R30.8362,Host Rx Lane 0 2nd Order CDR debug 2,16'h0000,,
30.8362.15:5,Reserved,R,,
30.8362.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.8618,Host Rx Lane 1 2nd Order CDR debug 2,16'h0000,,
30.8618.15:5,Reserved,R,,
30.8618.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.8874,Host Rx Lane 2 2nd Order CDR debug 2,16'h0000,,
30.8874.15:5,Reserved,R,,
30.8874.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.9130,Host Rx Lane 3 2nd Order CDR debug 2,16'h0000,,
30.9130.15:5,Reserved,R,,
30.9130.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.9386,Host Rx Lane 4 2nd Order CDR debug 2,16'h0000,,
30.9386.15:5,Reserved,R,,
30.9386.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.9642,Host Rx Lane 5 2nd Order CDR debug 2,16'h0000,,
30.9642.15:5,Reserved,R,,
30.9642.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.9898,Host Rx Lane 6 2nd Order CDR debug 2,16'h0000,,
30.9898.15:5,Reserved,R,,
30.9898.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.10154,Host Rx Lane 7 2nd Order CDR debug 2,16'h0000,,
30.10154.15:5,Reserved,R,,
30.10154.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.10410,Host Rx Lane 8 2nd Order CDR debug 2,16'h0000,,
30.10410.15:5,Reserved,R,,
30.10410.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
R30.10666,Host Rx Lane 9 2nd Order CDR debug 2,16'h0000,,
30.10666.15:5,Reserved,R,,
30.10666.4:0,2nd order CDR state,R,,Use this field to read the value of the second order adapted state. The MSB is a sign bit which represents the direction of second order contributions. 1'b1 =decrements. 1'b0 = increments
,,,,
,,,,
,,,,
,,,,
R30.8377,Host Rx Lane 0 Eq offset control,16'h0000,,
30.8377.15:14,Reserved,R,,
30.8377.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.8377.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.8377.1,Reserved,R,,
30.8377.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.8633,Host Rx Lane 1 Eq offset control,16'h0000,,
30.8633.15:14,Reserved,R,,
30.8633.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.8633.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.8633.1,Reserved,R,,
30.8633.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.8889,Host Rx Lane 2 Eq offset control,16'h0000,,
30.8889.15:14,Reserved,R,,
30.8889.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.8889.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.8889.1,Reserved,R,,
30.8889.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.9145,Host Rx Lane 3 Eq offset control,16'h0000,,
30.9145.15:14,Reserved,R,,
30.9145.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.9145.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.9145.1,Reserved,R,,
30.9145.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.9401,Host Rx Lane 4 Eq offset control,16'h0000,,
30.9401.15:14,Reserved,R,,
30.9401.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.9401.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.9401.1,Reserved,R,,
30.9401.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.9657,Host Rx Lane 5 Eq offset control,16'h0000,,
30.9657.15:14,Reserved,R,,
30.9657.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.9657.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.9657.1,Reserved,R,,
30.9657.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.9913,Host Rx Lane 6 Eq offset control,16'h0000,,
30.9913.15:14,Reserved,R,,
30.9913.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.9913.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.9913.1,Reserved,R,,
30.9913.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.10169,Host Rx Lane 7 Eq offset control,16'h0000,,
30.10169.15:14,Reserved,R,,
30.10169.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.10169.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.10169.1,Reserved,R,,
30.10169.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.10425,Host Rx Lane 8 Eq offset control,16'h0000,,
30.10425.15:14,Reserved,R,,
30.10425.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.10425.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.10425.1,Reserved,R,,
30.10425.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
R30.10681,Host Rx Lane 9 Eq offset control,16'h0000,,
30.10681.15:14,Reserved,R,,
30.10681.13:8,Eq offset state,R ,,Actual value of equalizer offset : either from autozeroing or by over-ride.
30.10681.7:2,Eq offset,RW,,Equalizer offset over-ride value to be applied
30.10681.1,Reserved,R,,
30.10681.0,Overwrite Eq offsets,RW,,Assert this bit = ‘1' to enable overwriting of the Rx Equalizer offset value. When this bit is asserted then offset will be overridden with the values in the Eq Offset field.
,,,,
,,,,
,,,,
R30.8384,Host Rx Lane 0 Amux control,16'h0000,,
30.8384.15:14,Reserved,R,,
30.8384.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.8384.11:9,Reserved,R,,
30.8384.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.8384.7,Reserved,R,,
30.8384.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.8384.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.8640,Host Rx Lane 1 Amux control,16'h0000,,
30.8640.15:14,Reserved,R,,
30.8640.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.8640.11:9,Reserved,R,,
30.8640.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.8640.7,Reserved,R,,
30.8640.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.8640.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.8896,Host Rx Lane 2 Amux control,16'h0000,,
30.8896.15:14,Reserved,R,,
30.8896.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.8896.11:9,Reserved,R,,
30.8896.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.8896.7,Reserved,R,,
30.8896.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.8896.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.9152,Host Rx Lane 3 Amux control,16'h0000,,
30.9152.15:14,Reserved,R,,
30.9152.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9152.11:9,Reserved,R,,
30.9152.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9152.7,Reserved,R,,
30.9152.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9152.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.9408,Host Rx Lane 4 Amux control,16'h0000,,
30.9408.15:14,Reserved,R,,
30.9408.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9408.11:9,Reserved,R,,
30.9408.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9408.7,Reserved,R,,
30.9408.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9408.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
