30.5048.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.5304,Optical Rx Lane 4 Sense Amp offset ctl 9,16'h0002,,
30.5304.15:2,Reserved,R,,
30.5304.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.5304.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.5560,Optical Rx Lane 5 Sense Amp offset ctl 9,16'h0002,,
30.5560.15:2,Reserved,R,,
30.5560.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.5560.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.5816,Optical Rx Lane 6 Sense Amp offset ctl 9,16'h0002,,
30.5816.15:2,Reserved,R,,
30.5816.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.5816.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.6072,Optical Rx Lane 7 Sense Amp offset ctl 9,16'h0002,,
30.6072.15:2,Reserved,R,,
30.6072.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.6072.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.6328,Optical Rx Lane 8 Sense Amp offset ctl 9,16'h0002,,
30.6328.15:2,Reserved,R,,
30.6328.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.6328.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
,,,,
R30.6584,Optical Rx Lane 9 Sense Amp offset ctl 9,16'h0002,,
30.6584.15:2,Reserved,R,,
30.6584.1,SA enable,R,0=disable; 1=enable,Enable Sense Amps
30.6584.0,SA offset override,RW,0=disable; 1=enable,"Assert this bit = ‘1' to enable overwriting of the sense amp offset values. When this bit is asserted then ALL 8 sense amp offsets will be overridden with the values in their respective RX Sense AMP Offset Control Registers 1-8. Selective sense amp offset overriding is not directly possible since there is no individual overwrite enable per sense amp. However, this can be achieved indirectly by first reading the sense amp offset value and then writing the same value back as the overwite value for that a particular sense amp. "
