!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
,,,,
30.10000.7,Reserved,RW,,
30.10000.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.10000.3,Reserved,RW,,
30.10000.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.10256,Host Tx Lane 8 Amux Select,16'h0006,,
30.10256.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.10256.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.10256.7,Reserved,RW,,
30.10256.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.10256.3,Reserved,RW,,
30.10256.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
R30.10512,Host Tx Lane 9 Amux Select,16'h0006,,
30.10512.15:12,SPFUSE_TX,RW,,Override the Tx spare fuse bits
30.10512.11:8,SPGCK_FUSE_TX,RW,,Override the Tx global clocking spare fuse bits
30.10512.7,Reserved,RW,,
30.10512.6:4,PLL_AMUX_SELECT,RW,000=High impedance (off); 001=VCTL_OUT; 010=IBG_40u_POLYIND; 011=IBG_40u_POLYDEP; 100=VREG_PLL; 101=VDDR; 110=VSS; 111=VSS;,"This selects one of seven analog monitor points in the Tx PLL which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
30.10512.3,Reserved,RW,,
30.10512.2:0,TX_AMUX_SELECT,RW,000=High impedance (off); 001=VREG VSS; 010=VREG LDRV; 011=VREG CLK; 100=VDD; 101=VDDR; 110=Performance monitor; 111=VSS;,"This selects one of seven analog monitor points in the Tx which can be observed via the AMUX output. Code 000 is defined a high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off."
,,,,
,,,,
R30.4113,Optical Tx Lane 0 Vreg control,16'h0006,,
30.4113.15:12,Reserved,RW,,
30.4113.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4113.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4113.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.4369,Optical Tx Lane 1 Vreg control,16'h0006,,
30.4369.15:12,Reserved,RW,,
30.4369.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4369.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4369.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.4625,Optical Tx Lane 2 Vreg control,16'h0006,,
30.4625.15:12,Reserved,RW,,
30.4625.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4625.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4625.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.4881,Optical Tx Lane 3 Vreg control,16'h0006,,
30.4881.15:12,Reserved,RW,,
30.4881.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4881.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.4881.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.5137,Optical Tx Lane 4 Vreg control,16'h0006,,
30.5137.15:12,Reserved,RW,,
30.5137.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5137.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5137.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.5393,Optical Tx Lane 5 Vreg control,16'h0006,,
30.5393.15:12,Reserved,RW,,
30.5393.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5393.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5393.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.5649,Optical Tx Lane 6 Vreg control,16'h0006,,
30.5649.15:12,Reserved,RW,,
30.5649.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5649.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5649.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.5905,Optical Tx Lane 7 Vreg control,16'h0006,,
30.5905.15:12,Reserved,RW,,
30.5905.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5905.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.5905.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.6161,Optical Tx Lane 8 Vreg control,16'h0006,,
30.6161.15:12,Reserved,RW,,
30.6161.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.6161.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.6161.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.6417,Optical Tx Lane 9 Vreg control,16'h0006,,
30.6417.15:12,Reserved,RW,,
30.6417.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.6417.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.6417.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.8209,Host Tx Lane 0 Vreg control,16'h0006,,
30.8209.15:12,Reserved,RW,,
30.8209.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8209.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8209.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.8465,Host Tx Lane 1 Vreg control,16'h0006,,
30.8465.15:12,Reserved,RW,,
30.8465.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8465.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8465.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.8721,Host Tx Lane 2 Vreg control,16'h0006,,
30.8721.15:12,Reserved,RW,,
30.8721.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8721.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8721.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.8977,Host Tx Lane 3 Vreg control,16'h0006,,
30.8977.15:12,Reserved,RW,,
30.8977.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8977.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.8977.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.9233,Host Tx Lane 4 Vreg control,16'h0006,,
30.9233.15:12,Reserved,RW,,
30.9233.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.9233.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.9233.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.9489,Host Tx Lane 5 Vreg control,16'h0006,,
30.9489.15:12,Reserved,RW,,
30.9489.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.9489.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.9489.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.9745,Host Tx Lane 6 Vreg control,16'h0006,,
30.9745.15:12,Reserved,RW,,
30.9745.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.9745.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.9745.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.10001,Host Tx Lane 7 Vreg control,16'h0006,,
30.10001.15:12,Reserved,RW,,
30.10001.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.10001.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.10001.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.10257,Host Tx Lane 8 Vreg control,16'h0006,,
30.10257.15:12,Reserved,RW,,
30.10257.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.10257.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.10257.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
R30.10513,Host Tx Lane 9 Vreg control,16'h0006,,
30.10513.15:12,Reserved,RW,,
30.10513.11:8,CENTRAL_VREG_CONTROL,RW,,These bits control the voltage regulator trimming for the Tx global clocking. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by CENTRAL_VREG_CONTROL and the least significant bit is defined by bit 0 of  the SPGCK_FUSE_TX bits. The combination of these bits gives a 5-bit decode
30.10513.7:4,TXA_VREG2_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG2. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG2_CTRL and the least significant bit is defined by bit 1 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
30.10513.3:0,TXA_VREG1_CTRL,RW,,These bits control the voltage regulator trimming for the Tx VREG1. The regulator trim in this revision uses a 5-bit trim value where the most significant four bits are defined by TXA_VREG1_CTRL and the least significant bit is defined by bit 0 of  the SPFUSE_TX bits. The combination of these bits gives a 5-bit decode
,,,,
,,,,
R30.4626,Optical global clocking trim,16'h0006,,
30.4626.15:12,RX_POLY_DEP_FUSE_TRIM,RW,,These bits provide an MDIO override of the rx_gclocking_polydep_trim_fuse value to the Rx global clocking 
30.4626.11:8,RX_POLY_IND_FUSE_TRIM,RW,,These bits provide an MDIO override of the rx_gclocking_polyind_trim_fuse value to the Rx global clocking 
30.4626.7:4,TX_POLY_DEP_FUSE_TRIM,RW,,These bits provide an MDIO override of the tx_gclocking_polydep_trim_fuse value to the Tx global clocking 
30.4626.2:0,TX_POLY_IND_FUSE_TRIM,RW,,These bits provide an MDIO override of the tx_gclocking_polyind_trim_fuse value to the Tx global clocking 
,,,,
R30.9490,Host global clocking trim,16'h0006,,
30.9490.15:12,RX_POLY_DEP_FUSE_TRIM,RW,,These bits provide an MDIO override of the rx_gclocking_polydep_trim_fuse value to the Rx global clocking 
30.9490.11:8,RX_POLY_IND_FUSE_TRIM,RW,,These bits provide an MDIO override of the rx_gclocking_polyind_trim_fuse value to the Rx global clocking 
30.9490.7:4,TX_POLY_DEP_FUSE_TRIM,RW,,These bits provide an MDIO override of the tx_gclocking_polydep_trim_fuse value to the Tx global clocking 
30.9490.2:0,TX_POLY_IND_FUSE_TRIM,RW,,These bits provide an MDIO override of the tx_gclocking_polyind_trim_fuse value to the Tx global clocking 
,,,,
,,,,
R30.4133,Optical Tx Lane 0 VT Fuse,16'h0000,,
30.4133.15:14,Reserved,R,,
30.4133.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.4133.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.4133.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.4389,Optical Tx Lane 1 VT Fuse,16'h0000,,
30.4389.15:14,Reserved,R,,
30.4389.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.4389.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.4389.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.4645,Optical Tx Lane 2 VT Fuse,16'h0000,,
30.4645.15:14,Reserved,R,,
30.4645.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.4645.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.4645.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.4901,Optical Tx Lane 3 VT Fuse,16'h0000,,
30.4901.15:14,Reserved,R,,
30.4901.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.4901.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.4901.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.5157,Optical Tx Lane 4 VT Fuse,16'h0000,,
30.5157.15:14,Reserved,R,,
30.5157.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.5157.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.5157.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.5413,Optical Tx Lane 5 VT Fuse,16'h0000,,
30.5413.15:14,Reserved,R,,
30.5413.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.5413.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.5413.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.5669,Optical Tx Lane 6 VT Fuse,16'h0000,,
30.5669.15:14,Reserved,R,,
30.5669.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.5669.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.5669.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.5925,Optical Tx Lane 7 VT Fuse,16'h0000,,
30.5925.15:14,Reserved,R,,
